1.10045, 3045986, 1494194837000, 1.71, 1.71
1.10049, 3045986, 1494194898000, 1.71, 1.71
1.10056, 3045986, 1494194958000, 1.71, 1.71
1.10053, 3045986, 1494195018000, 1.71, 1.71
1.1003, 3045986, 1494195078000, 1.71, 1.71
1.10028, 3045986, 1494195138000, 1.71, 1.71
1.09943, 3045986, 1494195198000, 1.71, 1.71
1.09975, 3045986, 1494195258000, 1.71, 1.71
1.09993, 3045986, 1494195317000, 1.71, 1.71
1.09998, 3045986, 1494195378000, 1.71, 1.71
1.10003, 3045986, 1494195437000, 1.71, 1.71
1.09993, 3045986, 1494195497000, 1.71, 1.71
1.09983, 3045986, 1494195558000, 1.71, 1.71
1.09987, 3045986, 1494195618000, 1.71, 1.71
1.09987, 3045986, 1494195678000, 1.71, 1.71
1.09985, 3045986, 1494195738000, 1.71, 1.71
1.0998, 3045986, 1494195798000, 1.71, 1.71
1.09973, 3045986, 1494195858000, 1.71, 1.71
1.09967, 3045986, 1494195918000, 1.71, 1.71
1.09938, 3045986, 1494195978000, 1.71, 1.71
1.09902, 3045986, 1494196038000, 1.71, 1.71
1.09907, 3045986, 1494196097000, 1.71, 1.71
1.09872, 3045986, 1494196158000, 1.71, 1.71
1.09873, 3045986, 1494196218000, 1.71, 1.71
1.0987, 3045986, 1494196278000, 1.71, 1.71
1.09865, 3045986, 1494196338000, 1.71, 1.71
1.0986, 3045986, 1494196398000, 1.71, 1.71
1.09878, 3045986, 1494196457000, 1.71, 1.71
1.09903, 3045986, 1494196517000, 1.71, 1.71
1.09884, 3045986, 1494196578000, 1.71, 1.71
1.09897, 3045986, 1494196638000, 1.71, 1.71
1.09897, 3045986, 1494196698000, 1.71, 1.71
1.09895, 3045986, 1494196758000, 1.71, 1.71
1.09897, 3045986, 1494196817000, 1.71, 1.71
1.099, 3045986, 1494196878000, 1.71, 1.71
1.09892, 3045986, 1494196938000, 1.71, 1.71
1.09881, 3045986, 1494196998000, 1.71, 1.71
1.09888, 3045986, 1494197057000, 1.71, 1.71
1.09893, 3045986, 1494197118000, 1.71, 1.71
1.09898, 3045986, 1494197178000, 1.71, 1.71
1.09887, 3045986, 1494197238000, 1.71, 1.71
1.09889, 3045986, 1494197298000, 1.71, 1.71
1.09891, 3045986, 1494197357000, 1.71, 1.71
1.09892, 3045986, 1494197418000, 1.71, 1.71
1.09892, 3045986, 1494197478000, 1.71, 1.71
1.09903, 3045986, 1494197538000, 1.71, 1.71
1.09912, 3045986, 1494197598000, 1.71, 1.71
1.09914, 3045986, 1494197658000, 1.71, 1.71
1.09917, 3045986, 1494197718000, 1.71, 1.71
1.09934, 3045986, 1494197778000, 1.71, 1.71
1.09926, 3045986, 1494197838000, 1.71, 1.71
1.09934, 3045986, 1494197897000, 1.71, 1.71
1.09935, 3045986, 1494197958000, 1.71, 1.71
1.09922, 3045986, 1494198018000, 1.71, 1.71
1.09942, 3045986, 1494198078000, 1.71, 1.71
1.09946, 3045986, 1494198137000, 1.71, 1.71
1.09951, 3045986, 1494198198000, 1.71, 1.71
1.09945, 3045986, 1494198258000, 1.71, 1.71
1.09927, 3045986, 1494198318000, 1.71, 1.71
1.09923, 3045986, 1494198377000, 1.71, 1.71
1.09937, 3045986, 1494198438000, 1.71, 1.71
1.09936, 3045986, 1494198498000, 1.71, 1.71
1.09926, 3045986, 1494198558000, 1.71, 1.71
1.09917, 3045986, 1494198618000, 1.71, 1.71
1.09918, 3045986, 1494198678000, 1.71, 1.71
1.09908, 3045986, 1494198738000, 1.71, 1.71
1.09913, 3045986, 1494198798000, 1.71, 1.71
1.09895, 3045986, 1494198858000, 1.71, 1.71
1.09902, 3045986, 1494198918000, 1.71, 1.71
1.09899, 3045986, 1494198978000, 1.71, 1.71
1.09888, 3045986, 1494199038000, 1.71, 1.71
1.09887, 3045986, 1494199098000, 1.71, 1.71
1.09902, 3045986, 1494199158000, 1.71, 1.71
1.09914, 3045986, 1494199218000, 1.71, 1.71
1.09906, 3045986, 1494199278000, 1.71, 1.71
1.09905, 3045986, 1494199337000, 1.71, 1.71
1.09907, 3045986, 1494199398000, 1.71, 1.71
1.09907, 3045986, 1494199458000, 1.71, 1.71
1.09892, 3045986, 1494199518000, 1.71, 1.71
1.09887, 3045986, 1494199578000, 1.71, 1.71
1.09882, 3045986, 1494199638000, 1.71, 1.71
1.09875, 3045986, 1494199697000, 1.71, 1.71
1.09867, 3045986, 1494199758000, 1.71, 1.71
1.09866, 3045986, 1494199818000, 1.71, 1.71
1.09875, 3045986, 1494199878000, 1.71, 1.71
1.09867, 3045986, 1494199938000, 1.71, 1.71
1.09855, 3045986, 1494199998000, 1.71, 1.71
1.09855, 3045986, 1494200057000, 1.71, 1.71
1.09851, 3045986, 1494200118000, 1.71, 1.71
1.09843, 3045986, 1494200178000, 1.71, 1.71
1.09843, 3045986, 1494200238000, 1.71, 1.71
1.09843, 3045986, 1494200299000, 1.71, 1.71
1.09846, 3045986, 1494200358000, 1.71, 1.71
1.09833, 3045986, 1494200418000, 1.71, 1.71
1.09832, 3045986, 1494200478000, 1.71, 1.71
1.09826, 3045986, 1494200538000, 1.71, 1.71
1.09801, 3045986, 1494200598000, 1.71, 1.71
1.09802, 3045986, 1494200658000, 1.71, 1.71
1.09812, 3045986, 1494200718000, 1.71, 1.71
1.09807, 3045986, 1494200778000, 1.71, 1.71
1.09791, 3045986, 1494200838000, 1.71, 1.71
1.09797, 3045986, 1494200898000, 1.71, 1.71
1.09772, 3045986, 1494200957000, 1.71, 1.71
1.09757, 3045986, 1494201019000, 1.71, 1.71
1.09715, 3045986, 1494201078000, 1.71, 1.71
1.09682, 3045986, 1494201138000, 1.71, 1.71
1.09674, 3045986, 1494201198000, 1.71, 1.71
1.09682, 3045986, 1494201258000, 1.71, 1.71
1.09681, 3045986, 1494201318000, 1.71, 1.71
1.09653, 3045986, 1494201378000, 1.71, 1.71
1.09639, 3045986, 1494201437000, 1.71, 1.71
1.09646, 3045986, 1494201498000, 1.71, 1.71
1.09663, 3045986, 1494201558000, 1.71, 1.71
1.09663, 3045986, 1494201618000, 1.71, 1.71
1.09678, 3045986, 1494201678000, 1.71, 1.71
1.09688, 3045986, 1494201738000, 1.71, 1.71
1.09693, 3045986, 1494201797000, 1.71, 1.71
1.09705, 3045986, 1494201858000, 1.71, 1.71
1.09695, 3045986, 1494201918000, 1.71, 1.71
1.09694, 3045986, 1494201978000, 1.71, 1.71
1.09707, 3045986, 1494202038000, 1.71, 1.71
1.09699, 3045986, 1494202098000, 1.71, 1.71
1.09695, 3045986, 1494202158000, 1.71, 1.71
1.09667, 3045986, 1494202217000, 1.71, 1.71
1.09573, 3045986, 1494202278000, 1.71, 1.71
1.09667, 3045986, 1494202338000, 1.71, 1.71
1.09659, 3045986, 1494202398000, 1.71, 1.71
1.0965, 3045986, 1494202458000, 1.71, 1.71
1.09637, 3045986, 1494202518000, 1.71, 1.71
1.09649, 3045986, 1494202578000, 1.71, 1.71
1.09624, 3045986, 1494202638000, 1.71, 1.71
1.09633, 3045986, 1494202698000, 1.71, 1.71
1.09649, 3045986, 1494202758000, 1.71, 1.71
1.09644, 3045986, 1494202818000, 1.71, 1.71
1.09634, 3045986, 1494202878000, 1.71, 1.71
1.09649, 3045986, 1494202938000, 1.71, 1.71
1.09698, 3045986, 1494202998000, 1.71, 1.71
1.0971, 3045986, 1494203058000, 1.71, 1.71
1.09705, 3045986, 1494203118000, 1.71, 1.71
1.09716, 3045986, 1494203177000, 1.71, 1.71
1.09703, 3045986, 1494203238000, 1.71, 1.71
1.09705, 3045986, 1494203298000, 1.71, 1.71
1.09695, 3045986, 1494203358000, 1.71, 1.71
1.09689, 3045986, 1494203418000, 1.71, 1.71
1.09685, 3045986, 1494203478000, 1.71, 1.71
1.09698, 3045986, 1494203538000, 1.71, 1.71
1.09699, 3045986, 1494203598000, 1.71, 1.71
1.09706, 3045986, 1494203658000, 1.71, 1.71
1.09699, 3045986, 1494203718000, 1.71, 1.71
1.09712, 3045986, 1494203778000, 1.71, 1.71
1.097, 3045986, 1494203838000, 1.71, 1.71
1.09718, 3045986, 1494203898000, 1.71, 1.71
1.0971, 3045986, 1494203958000, 1.71, 1.71
1.09712, 3045986, 1494204018000, 1.71, 1.71
